Institution,List ID,URL of Job Posting,Job Category,Job Title,Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
American Express,2,https://jobs.americanexpress.com/jobs/19001361?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Executive – BTA,"

Bangalore, India",0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001180?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Director, AMEX Mobile","

Singapore",1,0,1,0,0,3,0,0,0,12,0,0,0,0,7,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001180?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Director, AMEX Mobile","

Singapore",1,0,1,0,0,0,3,0,0,0,12,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19001180?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Director, AMEX Mobile","

Singapore",0,0,0,7,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,12,0,1,0,0,0,7,0,1,1,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/18013028?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Senior Engineer - Enterprise Cloud Platform (QE - SDET),"

Palo Alto, California",1,0,1,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/18013028?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Senior Engineer - Enterprise Cloud Platform (QE - SDET),"

Palo Alto, California",1,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
American Express,2,https://jobs.americanexpress.com/jobs/18013028?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Senior Engineer - Enterprise Cloud Platform (QE - SDET),"

Palo Alto, California",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,8,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/18020094?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Senior Engineer - Enterprise Cloud Platform,"

Palo Alto, California",1,0,3,0,0,9,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/18020094?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Senior Engineer - Enterprise Cloud Platform,"

Palo Alto, California",1,0,3,0,0,0,9,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Express,2,https://jobs.americanexpress.com/jobs/18020094?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Senior Engineer - Enterprise Cloud Platform,"

Palo Alto, California",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,3,5,0,0,0,0,9,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19000731?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing",Senior Manager - Working Capital Strategy and Analytics,"

London, United Kingdom",3,2,0,2,0,0,0,5,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,4,0,2,0,3,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19000731?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing",Senior Manager - Working Capital Strategy and Analytics,"

London, United Kingdom",3,2,0,0,2,0,0,0,5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,4,0,0,0,2,0,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19000731?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing",Senior Manager - Working Capital Strategy and Analytics,"

London, United Kingdom",2,0,1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,0,5,0,4,0,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/18019368?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Product Owner, Member Get Member (MGM) Experiences","

London, United Kingdom",8,0,0,3,0,2,0,0,2,6,0,0,1,0,3,3,1,0,4,0,0,0,0,2,0,0,0,2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/18019368?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Product Owner, Member Get Member (MGM) Experiences","

London, United Kingdom",8,0,0,0,3,0,2,0,0,2,6,0,1,0,3,3,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/18019368?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Product Owner, Member Get Member (MGM) Experiences","

London, United Kingdom",0,0,2,1,0,0,3,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,2,0,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001179?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Assistant Manager - Acquisition Marketing, Acquisition & Partnerships, Proprietary Card Services","

Hong Kong, Hong Kong",2,1,0,0,0,1,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001179?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Assistant Manager - Acquisition Marketing, Acquisition & Partnerships, Proprietary Card Services","

Hong Kong, Hong Kong",2,1,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19001179?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Assistant Manager - Acquisition Marketing, Acquisition & Partnerships, Proprietary Card Services","

Hong Kong, Hong Kong",1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001374?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Account Protection Specialist - German Speaking,"

Brighton, United Kingdom",3,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001374?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Account Protection Specialist - German Speaking,"

Brighton, United Kingdom",3,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19001374?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Account Protection Specialist - German Speaking,"

Brighton, United Kingdom",0,0,0,0,0,1,0,0,0,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/18017866?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Analyst - Field Enablement, Training","

Amsterdam, Netherlands",3,0,2,3,0,0,0,1,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/18017866?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Analyst - Field Enablement, Training","

Amsterdam, Netherlands",3,0,2,0,3,0,0,0,1,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/18017866?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Analyst - Field Enablement, Training","

Amsterdam, Netherlands",0,0,0,0,0,0,3,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,4,1,0,0,1,7,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/18016407?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Travel Consultant,"

Singapore",7,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/18016407?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Travel Consultant,"

Singapore",7,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/18016407?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Travel Consultant,"

Singapore",1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001176?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Service Performance Analyst,"

Kuala Lumpur, Malaysia",6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001176?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Service Performance Analyst,"

Kuala Lumpur, Malaysia",6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19001176?lang=en-us&previousLocale=en-US,"
 Customer Care
, 
 Operations",Service Performance Analyst,"

Kuala Lumpur, Malaysia",1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001344?lang=es-es&previousLocale=en-US,"
Categorías: Atención al cliente
, 
Categorías: Operaciones",Ejecutivo de venta,"
Ubicaciones:
Monterrey, México",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001344?lang=es-es&previousLocale=en-US,"
Categorías: Atención al cliente
, 
Categorías: Operaciones",Ejecutivo de venta,"
Ubicaciones:
Monterrey, México",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19001344?lang=es-es&previousLocale=en-US,"
Categorías: Atención al cliente
, 
Categorías: Operaciones",Ejecutivo de venta,"
Ubicaciones:
Monterrey, México",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/18007290?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Engineer - JAVA,"

Sunrise, Florida",1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/18007290?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Engineer - JAVA,"

Sunrise, Florida",1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Express,2,https://jobs.americanexpress.com/jobs/18007290?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Engineer - JAVA,"

Sunrise, Florida",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001113?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Digital Marketing Manager, GMS International Prospect Marketing","

London, United Kingdom",1,0,1,4,0,0,0,0,1,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001113?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Digital Marketing Manager, GMS International Prospect Marketing","

London, United Kingdom",1,0,1,0,4,0,0,0,0,1,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19001113?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing","Digital Marketing Manager, GMS International Prospect Marketing","

London, United Kingdom",0,0,1,0,0,0,4,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,1,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19000033?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing",(Digital) Media Manager,"

Amsterdam, Netherlands",6,1,6,0,0,0,0,0,0,1,0,0,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19000033?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing",(Digital) Media Manager,"

Amsterdam, Netherlands",6,1,6,0,0,0,0,0,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
American Express,2,https://jobs.americanexpress.com/jobs/19000033?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Marketing",(Digital) Media Manager,"

Amsterdam, Netherlands",1,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,1,0,0,1,2,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,0,https://jobs.americanexpress.com/jobs/19001125?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Automated Quality Engineer,"

Burgess Hill, United Kingdom",3,0,3,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,1,https://jobs.americanexpress.com/jobs/19001125?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Automated Quality Engineer,"

Burgess Hill, United Kingdom",3,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
American Express,2,https://jobs.americanexpress.com/jobs/19001125?lang=en-us&previousLocale=en-US,"
 Digital Commerce
, 
 Technology",Automated Quality Engineer,"

Burgess Hill, United Kingdom",0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
